the_geom,cartodb_id,ratio,field_6,people_total_f,people_total_m,people_total,village,site_id
,376,0.654300168634064,776.00,1296,1186,"2,482.00",復興里,永和區
,377,0.418632075471698,"1,065.00",2872,2544,"5,416.00",福和里,永和區
,378,0.159924741298213,340.00,2409,2126,"4,535.00",得和里,永和區
,379,0.30654420206659,534.00,1843,1742,"3,585.00",智光里,永和區
,380,2.69010989010989,"1,224.00",435,455,890.00,新生里,永和區
,381,1.89494163424125,974.00,488,514,"1,002.00",大同里,永和區
,382,0.520078354554359,531.00,1190,1021,"2,211.00",前溪里,永和區
,383,0.0407166123778502,100.00,2680,2456,"5,136.00",和平里,永和區
,384,0.0842013888888889,97.00,1171,1152,"2,323.00",新廍里,永和區
,385,0.208860759493671,429.00,2161,2054,"4,215.00",下溪里,永和區
,386,0.383605252686033,964.00,2727,2513,"5,240.00",秀和里,永和區
,387,0.276839565741858,459.00,1752,1658,"3,410.00",河濱里,永和區
,388,0.36031984007996,721.00,2290,2001,"4,291.00",民生里,永和區
,389,0.784671532846715,"1,075.00",1503,1370,"2,873.00",秀得里,永和區
,390,0.362302483069977,642.00,1942,1772,"3,714.00",上林里,永和區
,391,1.11556982343499,695.00,636,623,"1,259.00",網溪里,永和區
,392,0.458878504672897,491.00,1285,1070,"2,355.00",正興里,永和區
,393,0.461059190031153,740.00,1790,1605,"3,395.00",永興里,永和區
,394,0.116729424421732,217.00,2048,1859,"3,907.00",桂林里,永和區
,395,0.232974910394265,455.00,2400,1953,"4,353.00",店街里,永和區
,396,0.549227013832384,675.00,1473,1229,"2,702.00",信義里,永和區
,397,0.793406593406593,722.00,994,910,"1,904.00",後溪里,永和區
,398,0.536539662710806,859.00,1678,1601,"3,279.00",民富里,永和區
,399,0.352754908169728,557.00,1706,1579,"3,285.00",秀元里,永和區
,400,0.318336162988115,375.00,1404,1178,"2,582.00",永樂里,永和區
,401,0.0968565815324165,493.00,5737,5090,"10,827.00",保順里,永和區
,402,0.228963524738173,634.00,2925,2769,"5,694.00",海山里,新莊區
,403,0.120501199680085,452.00,3902,3751,"7,653.00",頭前里,新莊區
,404,2.51666666666667,"2,114.00",805,840,"1,645.00",國泰里,新莊區
,405,0.343832020997375,786.00,2457,2286,"4,743.00",全安里,新莊區
,406,0.621412300683371,"1,364.00",2221,2195,"4,416.00",福基里,新莊區
,407,0.102910602910603,198.00,2016,1924,"3,940.00",豐年里,新莊區
,408,0.256605284227382,641.00,2596,2498,"5,094.00",忠孝里,新莊區
,409,0.327118644067797,772.00,2497,2360,"4,857.00",恆安里,新莊區
,410,0.130675526024363,472.00,3820,3612,"7,432.00",後港里,新莊區
,411,0.676576576576577,751.00,1149,1110,"2,259.00",文衡里,新莊區
,412,0.252518687032824,777.00,3264,3077,"6,341.00",中美里,新莊區
,413,0.702127659574468,"1,122.00",1684,1598,"3,282.00",八德里,新莊區
,414,0.189962223421479,352.00,1875,1853,"3,728.00",興漢里,新莊區
,415,0.349792531120332,843.00,2501,2410,"4,911.00",中和里,新莊區
,416,0.0639628372342326,358.00,5670,5597,"11,267.00",西盛里,新莊區
,417,0.201047120418848,576.00,2007,2865,"4,872.00",榮和里,新莊區
,418,0.286930608769689,674.00,2391,2349,"4,740.00",中泰里,新莊區
,419,0.452336448598131,"1,452.00",3119,3210,"6,329.00",瓊林里,新莊區
,420,0.604232804232804,571.00,968,945,"1,913.00",文德里,新莊區
,421,0.471551724137931,547.00,1179,1160,"2,339.00",中誠里,新莊區
,422,0.182348263980917,688.00,3808,3773,"7,581.00",裕民里,新莊區
,423,0.292604501607717,273.00,1025,933,"1,958.00",文明里,新莊區
,424,0.0858433734939759,285.00,3497,3320,"6,817.00",中港里,新莊區
,425,0.70889063729347,901.00,1259,1271,"2,530.00",富國里,新莊區
,426,0.0999283667621777,279.00,2982,2792,"5,774.00",思源里,新莊區
,427,0.830313014827018,"1,008.00",1259,1214,"2,473.00",立人里,新莊區
,428,0.113436123348018,309.00,2821,2724,"5,545.00",南港里,新莊區
,429,0.51294964028777,713.00,1463,1390,"2,853.00",仁愛里,新莊區
,430,0.348926380368098,455.00,1400,1304,"2,704.00",立德里,新莊區
,431,0.272210376687989,766.00,3037,2814,"5,851.00",信義里,新莊區
,432,0.111068556108771,290.00,2847,2611,"5,458.00",立言里,新莊區
,433,0.150309748940333,461.00,3278,3067,"6,345.00",民安里,新莊區
,434,0.284150790433725,701.00,2578,2467,"5,045.00",和平里,新莊區
,435,0.455983131259884,865.00,2010,1897,"3,907.00",立功里,新莊區
,436,0.50710315009265,821.00,1576,1619,"3,195.00",民本里,新莊區
,437,0.398047722342733,734.00,1819,1844,"3,663.00",化成里,新莊區
,438,0.226341463414634,464.00,2156,2050,"4,206.00",立志里,新莊區
,439,0.0981958762886598,381.00,4055,3880,"7,935.00",光華里,新莊區
,440,0.242191036668176,535.00,2259,2209,"4,468.00",思賢里,新莊區
,441,0.447127393838468,537.00,1159,1201,"2,360.00",營盤里,新莊區
,442,0.35936188077246,856.00,2512,2382,"4,894.00",光榮里,新莊區
,443,0.446258503401361,656.00,1377,1470,"2,847.00",自強里,新莊區
,444,0.0888518342067651,373.00,4325,4198,"8,523.00",丹鳳里,新莊區
,445,0.230318257956449,550.00,2537,2388,"4,925.00",光明里,新莊區
,446,0.104128607964925,285.00,3030,2737,"5,767.00",自立里,新莊區
,447,0.39917695473251,970.00,2409,2430,"4,839.00",合鳳里,新莊區
,448,0.219026548672566,495.00,2387,2260,"4,647.00",幸福里,新莊區
,449,0.119779633907944,674.00,5740,5627,"11,367.00",雙鳳里,新莊區
,450,0.431432973805855,560.00,1377,1298,"2,675.00",自信里,新莊區
,451,0.116133363168494,519.00,4944,4469,"9,413.00",龍鳳里,新莊區
,452,1.08122866894198,"1,584.00",1514,1465,"2,979.00",中華里,新莊區
,453,0.138468013468013,329.00,2514,2376,"4,890.00",中隆里,新莊區
,454,0.270780611251703,"1,391.00",5467,5137,"10,604.00",中原里,新莊區
,455,0.101223581757508,455.00,4762,4495,"9,257.00",中信里,新莊區
,456,0.282836760386068,674.00,2539,2383,"4,922.00",四維里,新莊區
,457,1.18395155185466,"1,564.00",1316,1321,"2,637.00",建福里,新莊區
,458,0.00976863753213368,19.00,1990,1945,"3,935.00",中宏里,新莊區
,459,0.66211962224554,"1,262.00",1903,1906,"3,809.00",中全里,新莊區
,460,0.225431207380666,562.00,2676,2493,"5,169.00",立泰里,新莊區
,461,0.137254901960784,364.00,2712,2652,"5,364.00",全泰里,新莊區
,462,0.29748743718593,592.00,1980,1990,"3,970.00",仁義里,新莊區
,463,0.141341653666147,453.00,3385,3205,"6,590.00",立基里,新莊區
,464,0.389802631578947,711.00,1970,1824,"3,794.00",昌明里,新莊區
,465,0.328505828329212,930.00,3205,2831,"6,036.00",昌平里,新莊區
,466,0.252148997134671,440.00,1982,1745,"3,727.00",文聖里,新莊區
,467,0.587546567323044,"1,104.00",2057,1879,"3,936.00",萬安里,新莊區
,468,0.450119712689545,564.00,1250,1253,"2,503.00",龍安里,新莊區
,469,0.808669656203289,"1,082.00",1292,1338,"2,630.00",福營里,新莊區
,470,0.394787031150668,621.00,1572,1573,"3,145.00",後德里,新莊區
,471,0.147340107591154,493.00,3543,3346,"6,889.00",建安里,新莊區
,472,0.129485179407176,332.00,2777,2564,"5,341.00",成德里,新莊區
,473,0.132081579799288,408.00,3013,3089,"6,102.00",福興里,新莊區
,474,0.284710967044841,527.00,2076,1851,"3,927.00",昌信里,新莊區
,475,0.469209558823529,"1,021.00",2481,2176,"4,657.00",昌隆里,新莊區
,476,0.143312101910828,630.00,5087,4396,"9,483.00",中平里,新莊區
,477,0.15719663022047,877.00,6185,5579,"11,764.00",立廷里,新莊區
,478,0.475039001560062,609.00,1328,1282,"2,610.00",泰豐里,新莊區
,479,0.358778625954198,705.00,2029,1965,"3,994.00",富民里,新莊區
,480,1.1785079928952,"1,327.00",1258,1126,"2,384.00",龍福里,新莊區
,481,1.5829420970266,"2,023.00",1296,1278,"2,574.00",祥鳳里,新莊區
,482,0.161257606490872,318.00,1981,1972,"3,953.00",民全里,新莊區
,483,0.26038104543234,533.00,2223,2047,"4,270.00",民有里,新莊區
,484,0.136625514403292,332.00,2493,2430,"4,923.00",光正里,新莊區
,485,0.209173036831133,301.00,1535,1439,"2,974.00",光和里,新莊區
,486,0.341008089607965,548.00,1884,1607,"3,491.00",國豐里,新店區
,487,0.266666666666667,516.00,2237,1935,"4,172.00",明德里,新店區
,488,0.313896457765668,576.00,2050,1835,"3,885.00",大豐里,新店區
,489,0.170707070707071,338.00,2142,1980,"4,122.00",大同里,新店區
,490,0.265037593984962,705.00,2962,2660,"5,622.00",江陵里,新店區
,491,0.340714840714841,877.00,2826,2574,"5,400.00",寶興里,新店區
,492,0.289783516900874,763.00,2986,2633,"5,619.00",寶安里,新店區
,493,0.284023668639053,864.00,3309,3042,"6,351.00",信義里,新店區
,494,0.973931933381608,"1,345.00",1495,1381,"2,876.00",忠孝里,新店區
,495,0.86706497386109,"1,161.00",1394,1339,"2,733.00",大鵬里,新店區
,496,0.785396825396825,"1,237.00",1701,1575,"3,276.00",太平里,新店區
,497,1.42424242424242,"1,316.00",821,924,"1,745.00",頂城里,新店區
,498,0.271282633371169,478.00,1674,1762,"3,436.00",下城里,新店區
,499,0.151856763925729,687.00,4812,4524,"9,336.00",柴埕里,新店區
,500,0.215990905646078,570.00,2780,2639,"5,419.00",永安里,新店區
,501,0.0333806818181818,188.00,5975,5632,"11,607.00",公崙里,新店區
,502,0.186404833836858,617.00,3244,3310,"6,554.00",德安里,新店區
,503,0.485006518904824,"1,488.00",2996,3068,"6,064.00",雙城里,新店區
,504,0.22845953002611,700.00,3025,3064,"6,089.00",日興里,新店區
,505,0.63873121869783,"1,913.00",3247,2995,"6,242.00",玫瑰里,新店區
,506,1.48741007194245,827.00,495,556,"1,051.00",塗潭里,新店區
,507,0.277526395173454,736.00,2777,2652,"5,429.00",美潭里,新店區
,508,0.255049504950495,644.00,2508,2525,"5,033.00",員潭里,新店區
,509,0.139112903225806,69.00,378,496,874.00,雙坑里,新店區
,510,0.60905612244898,955.00,1718,1568,"3,286.00",粗坑里,新店區
,511,0.0577063550036523,79.00,1245,1369,"2,614.00",屈尺里,新店區
,512,1.0076169749728,926.00,881,919,"1,800.00",龜山里,新店區
,513,0.916120576671035,699.00,620,763,"1,383.00",廣興里,新店區
,514,0.916063675832127,633.00,614,691,"1,305.00",直潭里,新店區
,515,0.109124087591241,299.00,2903,2740,"5,643.00",青潭里,新店區
,516,0.225772097976571,212.00,934,939,"1,873.00",新店里,新店區
,517,0.111111111111111,107.00,1173,963,"2,136.00",張南里,新店區
,518,0.148484848484849,196.00,1352,1320,"2,672.00",國校里,新店區
,519,1.00919540229885,878.00,943,870,"1,813.00",文中里,新店區
,520,0.640909090909091,282.00,438,440,878.00,廣明里,新店區
,521,0.34901625320787,408.00,1217,1169,"2,386.00",文明里,新店區
,522,0.180239289849479,467.00,2859,2591,"5,450.00",中興里,新店區
,523,0.138586000703482,394.00,3268,2843,"6,111.00",新生里,新店區
,524,0.106870229007634,140.00,1518,1310,"2,828.00",新德里,新店區
,525,0.0983767830791933,400.00,4427,4066,"8,493.00",張北里,新店區
,526,0.341772151898734,"1,188.00",3941,3476,"7,417.00",五峯里,新店區
,527,0.375,"1,284.00",3132,3424,"6,556.00",新安里,新店區
,528,0.404132231404959,489.00,1336,1210,"2,546.00",忠誠里,新店區
,529,0.579864472410455,"1,797.00",3571,3099,"6,670.00",中正里,新店區
,530,0.759831460674157,"1,623.00",2368,2136,"4,504.00",中華里,新店區
,531,1.07227722772277,"1,083.00",1152,1010,"2,162.00",仁愛里,新店區
,532,0.2852680895367,548.00,2191,1921,"4,112.00",百忍里,新店區
,533,0.77757793764988,"1,297.00",1773,1668,"3,441.00",百和里,新店區
,534,0.475217169136433,930.00,2198,1957,"4,155.00",福德里,新店區
,535,0.270994639666468,455.00,1940,1679,"3,619.00",百福里,新店區
,536,0.379829402910186,757.00,2283,1993,"4,276.00",福民里,新店區
,537,0.288158487167942,640.00,2614,2221,"4,835.00",中山里,新店區
,538,1.48109243697479,705.00,469,476,945.00,和平里,新店區
,539,0.295040116703136,809.00,3152,2742,"5,894.00",中央里,新店區
,540,0.570944036178632,"1,010.00",1864,1769,"3,633.00",明城里,新店區
,541,0.339237057220708,"1,245.00",3874,3670,"7,544.00",安和里,新店區
,542,0.0362410450906026,86.00,2571,2373,"4,944.00",吉祥里,新店區
,543,0.420643729189789,"1,516.00",3828,3604,"7,432.00",寶福里,新店區
,544,0.412493546721735,799.00,2008,1937,"3,945.00",小城里,新店區
,545,0.24,"1,224.00",5446,5100,"10,546.00",香坡里,新店區
,546,0.666894664842681,975.00,1729,1462,"3,191.00",建國里,新店區
,547,0.84688995215311,"1,416.00",1804,1672,"3,476.00",復興里,新店區
,548,0.651636363636364,896.00,1463,1375,"2,838.00",美城里,新店區
,549,0.746297739672642,"1,915.00",2912,2566,"5,478.00",安昌里,新店區
,550,0.519543973941368,638.00,1397,1228,"2,625.00",長春里,新店區
,551,0.267307692307692,556.00,2265,2080,"4,345.00",新和里,新店區
,552,0.16159169550173,467.00,3109,2890,"5,999.00",永平里,新店區
,553,0.536490250696379,963.00,2032,1795,"3,827.00",達觀里,新店區
,554,0.565810593900482,705.00,1433,1246,"2,679.00",華城里,新店區
,555,0.321735201084501,712.00,2174,2213,"4,387.00",三多里,樹林區
,556,0.444956241363427,966.00,2227,2171,"4,398.00",三福里,樹林區
,557,0.30180859080633,801.00,2542,2654,"5,196.00",三興里,樹林區
,558,0.386458333333333,742.00,1884,1920,"3,804.00",圳安里,樹林區
,559,0.15287558685446,521.00,3408,3408,"6,816.00",保安里,樹林區
,560,0.163893805309735,463.00,2347,2825,"5,172.00",潭底里,樹林區
,561,0.197530864197531,528.00,2706,2673,"5,379.00",󿾵寮里,樹林區
,562,0.22170057381325,425.00,1968,1917,"3,885.00",樹德里,樹林區
,563,0.354151359294636,964.00,2801,2722,"5,523.00",樹西里,樹林區
,564,0.252621979024168,554.00,2254,2193,"4,447.00",樹南里,樹林區
,565,0.302911534154535,541.00,1864,1786,"3,650.00",樹人里,樹林區
,566,0.600217864923747,551.00,906,918,"1,824.00",坡內里,樹林區
,567,1.48604269293924,905.00,612,609,"1,221.00",樹東里,樹林區
,568,0.38015607580825,682.00,1938,1794,"3,732.00",大同里,樹林區
,569,0.219864995178399,456.00,2066,2074,"4,140.00",和平里,樹林區
,570,0.0718315156073712,191.00,2719,2659,"5,378.00",彭厝里,樹林區
,571,0.0672794117647059,183.00,2756,2720,"5,476.00",彭福里,樹林區
,572,0.297679683078664,526.00,1700,1767,"3,467.00",東山里,樹林區
,573,0.154651879235983,502.00,3133,3246,"6,379.00",東陽里,樹林區
,574,0.244488188976378,621.00,2604,2540,"5,144.00",東昇里,樹林區
,575,0.657084188911704,640.00,889,974,"1,863.00",樂山里,樹林區
,576,0.339405560882071,354.00,879,1043,"1,922.00",東園里,樹林區
,577,0.691793893129771,725.00,897,1048,"1,945.00",西園里,樹林區
,578,0.0949190396426577,680.00,7786,7164,"14,950.00",南園里,樹林區
,579,0.133603238866397,165.00,1130,1235,"2,365.00",北園里,樹林區
,580,0.0367072111207646,169.00,4917,4604,"9,521.00",柑園里,樹林區
,581,0.433684210526316,206.00,488,475,963.00,樹北里,樹林區
,582,1.13047210300429,"2,634.00",2326,2330,"4,656.00",圳福里,樹林區
,583,0.117766497461929,232.00,2019,1970,"3,989.00",樹興里,樹林區
,584,1.03587196467991,"1,877.00",1989,1812,"3,801.00",樹福里,樹林區
,585,0.060377358490566,128.00,2102,2120,"4,222.00",光興里,樹林區
,586,0.233822260569456,542.00,2284,2318,"4,602.00",金寮里,樹林區
,587,0.165653981451871,518.00,3149,3127,"6,276.00",彭興里,樹林區
,588,0.239395057174474,649.00,2800,2711,"5,511.00",文林里,樹林區
,589,0.149406861173453,466.00,3003,3119,"6,122.00",山佳里,樹林區
,590,0.171897289586305,482.00,2724,2804,"5,528.00",中山里,樹林區
,591,0.425236593059937,674.00,1673,1585,"3,258.00",育英里,樹林區
,592,0.4,682.00,1839,1705,"3,544.00",中華里,樹林區
,593,0.474486414844268,716.00,1439,1509,"2,948.00",太順里,樹林區
,594,0.410596026490066,620.00,1413,1510,"2,923.00",圳民里,樹林區
,595,0.528697571743929,479.00,827,906,"1,733.00",圳生里,樹林區
,596,0.403555555555556,454.00,1058,1125,"2,183.00",三龍里,樹林區
,597,0.539267015706806,309.00,559,573,"1,132.00",東鶯里,鶯歌區
,598,0.295028524857376,362.00,1241,1227,"2,468.00",西鶯里,鶯歌區
,599,0.0761404660321628,232.00,3143,3047,"6,190.00",南鶯里,鶯歌區
,600,0.124065112186538,282.00,2248,2273,"4,521.00",北鶯里,鶯歌區
,601,0.268115942028986,148.00,582,552,"1,134.00",中鶯里,鶯歌區
,602,0.880952380952381,296.00,269,336,605.00,建德里,鶯歌區
,603,0.860021208907741,811.00,1019,943,"1,962.00",同慶里,鶯歌區
,604,0.133875106928999,626.00,4737,4676,"9,413.00",永昌里,鶯歌區
,605,0.0782520325203252,154.00,1896,1968,"3,864.00",南靖里,鶯歌區
,606,0.0141769493305329,54.00,3769,3809,"7,578.00",尖山里,鶯歌區
,607,0.0534598472575793,231.00,4136,4321,"8,457.00",二橋里,鶯歌區
,608,1.9391771019678,"1,084.00",504,559,"1,063.00",二甲里,鶯歌區
,609,2.89240506329114,457.00,130,158,288.00,東湖里,鶯歌區
,610,0.324946081955428,904.00,2735,2782,"5,517.00",大湖里,鶯歌區
,611,0.342324474414915,863.00,2483,2521,"5,004.00",鳳鳴里,鶯歌區
,612,0.0415458937198068,86.00,2139,2070,"4,209.00",鳳福里,鶯歌區
,613,0.00903274369589763,24.00,2661,2657,"5,318.00",永吉里,鶯歌區
,614,0.223039215686275,728.00,3077,3264,"6,341.00",中湖里,鶯歌區
,615,0.219935431799839,545.00,2488,2478,"4,966.00",鳳祥里,鶯歌區
,616,0.138896667600112,496.00,3761,3571,"7,332.00",建國里,鶯歌區
,617,3.36363636363636,592.00,140,176,316.00,三峽里,三峽區
,618,1.77712609970674,606.00,360,341,701.00,秀川里,三峽區
,619,0.257943925233645,552.00,2120,2140,"4,260.00",八張里,三峽區
,620,0.574838709677419,891.00,1578,1550,"3,128.00",中埔里,三峽區
,621,0.056980056980057,40.00,562,702,"1,264.00",弘道里,三峽區
,622,0.0200208008320333,77.00,4189,3846,"8,035.00",永舘里,三峽區
,623,0.15274064171123,457.00,3075,2992,"6,067.00",礁溪里,三峽區
,624,0.0655799848369977,346.00,5330,5276,"10,606.00",鳶山里,三峽區
,625,0.021424199143032,105.00,4971,4901,"9,872.00",龍埔里,三峽區
,626,0.452854671280277,"1,047.00",2077,2312,"4,389.00",大埔里,三峽區
,627,0.436886854153041,668.00,1091,1529,"2,620.00",嘉添里,三峽區
,628,1.91394658753709,"1,290.00",573,674,"1,247.00",添福里,三峽區
,629,3.62349397590361,"1,203.00",234,332,566.00,金圳里,三峽區
,630,0.851224105461394,452.00,455,531,986.00,五寮里,三峽區
,631,0.0066079295154185,3.00,329,454,783.00,插角里,三峽區
,632,0.540041067761807,263.00,340,487,827.00,有木里,三峽區
,633,0.0695266272189349,94.00,1199,1352,"2,551.00",溪北里,三峽區
,634,0.0359085963003264,33.00,770,919,"1,689.00",溪南里,三峽區
,635,0.0360307147076196,61.00,1566,1693,"3,259.00",溪東里,三峽區
,636,0.0797101449275362,44.00,470,552,"1,022.00",成福里,三峽區
,637,0.0445714285714286,39.00,692,875,"1,567.00",安坑里,三峽區
,638,0.174125305126119,214.00,952,1229,"2,181.00",竹崙里,三峽區
,639,0.0430258717660293,153.00,3476,3556,"7,032.00",介壽里,三峽區
,640,0.0729836714497773,295.00,4090,4042,"8,132.00",安溪里,三峽區
,641,0.0391804457225018,109.00,2777,2782,"5,559.00",中正里,三峽區
,642,0.0576109936575053,109.00,1844,1892,"3,736.00",二鬮里,三峽區
,643,0.0244177840508116,173.00,8223,7085,"15,308.00",龍學里,三峽區
,644,0.249251247920133,749.00,3233,3005,"6,238.00",龍恩里,三峽區
,645,2.67553191489362,"1,006.00",284,376,660.00,中和里,淡水區
,646,0.871165644171779,568.00,551,652,"1,203.00",屯山里,淡水區
,647,0.47682119205298,432.00,789,906,"1,695.00",賢孝里,淡水區
,648,3.10583153347732,"2,876.00",816,926,"1,742.00",興仁里,淡水區
,649,1.74755700325733,"1,073.00",490,614,"1,104.00",蕃薯里,淡水區
,650,0.0766208251473477,117.00,1392,1527,"2,919.00",義山里,淡水區
,651,0.332684824902724,171.00,434,514,948.00,忠山里,淡水區
,652,0.038589364844904,209.00,5752,5416,"11,168.00",崁頂里,淡水區
,653,0.146482122260669,127.00,754,867,"1,621.00",埤島里,淡水區
,654,0.0763337116912599,269.00,3989,3524,"7,513.00",新興里,淡水區
,655,0.0316518298714144,96.00,3223,3033,"6,256.00",水碓里,淡水區
,656,0.429177611638715,"2,124.00",5446,4949,"10,395.00",北投里,淡水區
,657,0.157443491816056,202.00,1089,1283,"2,372.00",水源里,淡水區
,658,1.67103347889374,"1,148.00",550,687,"1,237.00",忠寮里,淡水區
,659,1.17735334242838,863.00,671,733,"1,404.00",樹興里,淡水區
,660,2.53846153846154,"1,815.00",742,715,"1,457.00",坪頂里,淡水區
,661,0.084028421377819,272.00,3522,3237,"6,759.00",福德里,淡水區
,662,0.0416379903647626,121.00,3459,2906,"6,365.00",竹圍里,淡水區
,663,0.0638489208633094,213.00,3937,3336,"7,273.00",民生里,淡水區
,664,0.0977475563110922,230.00,2982,2353,"5,335.00",八勢里,淡水區
,665,0.299199325747998,"1,420.00",5545,4746,"10,291.00",竿蓁里,淡水區
,666,0.391791044776119,"1,155.00",3347,2948,"6,295.00",鄧公里,淡水區
,667,0.578694817658349,"1,206.00",2211,2084,"4,295.00",中興里,淡水區
,668,1.55874673629243,"1,194.00",763,766,"1,529.00",長庚里,淡水區
,669,3.50314465408805,"2,228.00",612,636,"1,248.00",清文里,淡水區
,670,2.95271867612293,"1,249.00",403,423,826.00,草東里,淡水區
,671,0.649253731343284,522.00,798,804,"1,602.00",協元里,淡水區
,672,0.480083857442348,229.00,496,477,973.00,永吉里,淡水區
,673,0.456632653061224,179.00,405,392,797.00,民安里,淡水區
,674,0.547413793103448,127.00,257,232,489.00,新生里,淡水區
,675,0.241953385127636,218.00,1028,901,"1,929.00",文化里,淡水區
,676,0.0467289719626168,130.00,2954,2782,"5,736.00",油車里,淡水區
,677,0.0639360639360639,128.00,2058,2002,"4,060.00",沙崙里,淡水區
,678,0.0449183303085299,99.00,2307,2204,"4,511.00",新義里,淡水區
,679,0.0817150063051702,324.00,4346,3965,"8,311.00",新春里,淡水區
,680,0.363944138806602,860.00,2543,2363,"4,906.00",新民里,淡水區
,681,0.247706422018349,540.00,2579,2180,"4,759.00",正德里,淡水區
,682,0.398545454545455,548.00,1578,1375,"2,953.00",北新里,淡水區
,683,0.68452380952381,"1,380.00",2371,2016,"4,387.00",民權里,淡水區
,684,0.455152671755725,954.00,2210,2096,"4,306.00",幸福里,淡水區
,685,0.318102697998259,731.00,2486,2298,"4,784.00",學府里,淡水區
,686,0.175305381313965,531.00,3396,3029,"6,425.00",大庄里,淡水區
,687,1.08286516853933,771.00,741,712,"1,453.00",義民里,汐止區
,688,1.1588785046729,620.00,551,535,"1,086.00",禮門里,汐止區
,689,0.348491879350348,751.00,2541,2155,"4,696.00",智慧里,汐止區
,690,6.50568181818182,"1,145.00",169,176,345.00,信望里,汐止區
,691,0.137158852344297,196.00,1594,1429,"3,023.00",橋東里,汐止區
,692,0.0463178940353216,139.00,2713,3001,"5,714.00",秀峰里,汐止區
,693,0.300847457627119,852.00,2924,2832,"5,756.00",新昌里,汐止區
,694,0.0168776371308017,56.00,3873,3318,"7,191.00",復興里,汐止區
,695,0.150602409638554,375.00,2473,2490,"4,963.00",茄苳里,汐止區
,696,0.755453501722158,658.00,825,871,"1,696.00",長安里,汐止區
,697,1.06729634002361,904.00,850,847,"1,697.00",保安里,汐止區
,698,0.632096557890031,"1,414.00",2228,2237,"4,465.00",保長里,汐止區
,699,0.420398009950249,507.00,1174,1206,"2,380.00",鄉長里,汐止區
,700,0.0634573304157549,203.00,3068,3199,"6,267.00",江北里,汐止區
,701,0.0733459357277883,194.00,2549,2645,"5,194.00",拱北里,汐止區
,702,0.718170580964153,581.00,767,809,"1,576.00",烘內里,汐止區
,703,0.542190305206463,302.00,477,557,"1,034.00",八連里,汐止區
,704,0.666666666666667,784.00,1036,1176,"2,212.00",樟樹里,汐止區
,705,0.276465441819773,632.00,2208,2286,"4,494.00",北峰里,汐止區
,706,0.0964467005076142,247.00,2851,2561,"5,412.00",北山里,汐止區
,707,0.0549054905490549,122.00,2264,2222,"4,486.00",白雲里,汐止區
,708,0.12153708668454,272.00,2339,2238,"4,577.00",橫科里,汐止區
,709,1.8145896656535,597.00,302,329,631.00,東山里,汐止區
,710,0.523112931538912,894.00,1910,1709,"3,619.00",福山里,汐止區
,711,0.483453237410072,672.00,1566,1390,"2,956.00",宜興里,汐止區
,712,0.184704583103258,669.00,3771,3622,"7,393.00",中興里,汐止區
,713,0.0213943194393213,58.00,2967,2711,"5,678.00",湖光里,汐止區
,714,0.889655172413793,774.00,896,870,"1,766.00",仁德里,汐止區
,715,0.1395101171459,524.00,3843,3756,"7,599.00",厚德里,汐止區
,716,0.28731045490822,"1,080.00",4010,3759,"7,769.00",忠孝里,汐止區
,717,0.442352941176471,"1,128.00",2701,2550,"5,251.00",自強里,汐止區
,718,0.107438016528926,234.00,2269,2178,"4,447.00",文化里,汐止區
,719,0.430589184826473,"1,067.00",2566,2478,"5,044.00",金龍里,汐止區
,720,0.780114722753346,"1,224.00",1703,1569,"3,272.00",福德里,汐止區
,721,0.551908908238446,824.00,1565,1493,"3,058.00",興福里,汐止區
,722,0.288723667905824,699.00,2749,2421,"5,170.00",康福里,汐止區
,723,0.462006079027356,760.00,1778,1645,"3,423.00",忠山里,汐止區
,724,0.72972972972973,486.00,556,666,"1,222.00",環河里,汐止區
,725,0.244633050424363,490.00,2097,2003,"4,100.00",東勢里,汐止區
,726,0.600287562904385,835.00,1450,1391,"2,841.00",山光里,汐止區
,727,0.685425685425685,950.00,1535,1386,"2,921.00",大同里,汐止區
,728,0.0448791714614499,117.00,2707,2607,"5,314.00",崇德里,汐止區
,729,0.300446998722861,941.00,3209,3132,"6,341.00",湖興里,汐止區
,730,0.676789587852495,312.00,519,461,980.00,長青里,汐止區
,731,0.153220559531555,471.00,3323,3074,"6,397.00",福安里,汐止區
,732,0.374286967968407,853.00,2348,2279,"4,627.00",秀山里,汐止區
,733,0.536407766990291,"1,326.00",2809,2472,"5,281.00",建成里,汐止區
,734,0.116120218579235,255.00,2514,2196,"4,710.00",城中里,汐止區
,735,0.7896,987.00,1421,1250,"2,671.00",湖蓮里,汐止區
,736,0.581856839121191,821.00,1501,1411,"2,912.00",保新里,汐止區
,737,2.12060301507538,844.00,404,398,802.00,龍潭里,瑞芳區
,738,0.637719298245614,727.00,1169,1140,"2,309.00",龍興里,瑞芳區
,739,0.929166666666667,669.00,726,720,"1,446.00",龍鎮里,瑞芳區
,740,0.434452871072589,401.00,992,923,"1,915.00",龍川里,瑞芳區
,741,0.141291108404385,116.00,713,821,"1,534.00",龍山里,瑞芳區
,742,0.755555555555556,272.00,354,360,714.00,龍安里,瑞芳區
,743,0.0637996219281664,135.00,2171,2116,"4,287.00",爪峯里,瑞芳區
,744,0.230088495575221,156.00,605,678,"1,283.00",柑坪里,瑞芳區
,745,0.151093439363817,152.00,1018,1006,"2,024.00",東和里,瑞芳區
